author,rating,content,images,videos,title,created_at,verified_purchase
Shivani Soni,5,I absolutely adore the trendy styles this store offers. The clothes fit so well and they look amazing on a curvy figure. I really appreciate this option and the quality of the goods is so great that I will order product in the future. Thank you so much for making me feel beautiful!,,,,2024-06-02 14:50:46,ACTIVE
Avipriya Datta,5,Loved the dress....guys u must buy it....💖😍,https://assets.myntassets.com/assets/images/2024/4/9/1ba593df-d19f-4e45-911f-5fd974c712101712683626557-image573.jpg;https://assets.myntassets.com/assets/images/2024/4/9/70887419-f733-494e-a980-1c361121d52a1712683643258-image521.jpg,,,2024-04-09 17:28:14,ACTIVE
Jasmine,5,"I try the dress once I receive it and I'm very happy with it. I'm more impressed with the pants. Usually the pants that come with these kurta sets will be ankle length or short and a bit tight around the thighs. But this one is long enough and perfect so I can move around comfortably. And the real bang is it has a pocket; not a tiny namesake one but an actual pocket like you can keep your mobile phone in.
Loved it
Will update after a few wash.",,,,2024-06-01 11:40:33,ACTIVE
Priyanka laskar,5,Very nice 👍,https://assets.myntassets.com/assets/images/2024/5/16/2c709f73-a594-4caa-ad0e-e20695f72a541715816114387-image576.jpg,,,2024-05-15 23:35:35,ACTIVE
Neha,4,"Material quality is good 👍 
",https://assets.myntassets.com/assets/images/2024/3/4/d0bc13cc-6a51-48da-ad4b-c87578b1b11e1709527083892-image234.jpg;https://assets.myntassets.com/assets/images/2024/3/4/5334f75c-7fb4-4645-a25f-533cb6da002b1709527083885-image688.jpg;https://assets.myntassets.com/assets/images/2024/3/4/46c10ff6-d5cd-4abb-a53a-6d1f1dbcc08e1709527083904-image309.jpg,,,2024-03-04 04:38:55,ACTIVE
Sumit singh,5,The quality of the suit was awesome and the color was same as expected from the seller it was nice my friend liked it some much that she have invited me to hangout for one night and I clicked many pictures with her and photos are nice. She is looking like awesome in that . I can't share pictures of girl tonexpress my views about the suit but I will suggest you to buy it. It is nice 👍,,,,2024-05-08 03:32:09,ACTIVE
Rupali shripal,5,Colour fabric length of dupatta all are amazing. Loved it worth it ,https://assets.myntassets.com/assets/images/2024/2/8/c015ae39-a384-4dee-a2ce-bc4580e36d161707394430300-image255.jpg,,,2024-02-08 12:14:59,ACTIVE
Aarti,3,"I'm happy with the product n I bought it after going through the reviews and I must say this is one of the best purchase but I got this cloth with bad folding as you can see there were so much cut threads on the pants and ofcourse Inside the top ..
Please take care a bit whoever do such things ",https://assets.myntassets.com/assets/images/2024/3/15/27995cc0-c3e4-4182-b90b-b1eef249e7cb1710522611173-image892.jpg,,,2024-03-15 17:13:14,ACTIVE
Miss Pushpika,5,Cloth was very nice as shown as the picture ,https://assets.myntassets.com/assets/images/2024/1/3/d8e0dabe-cb90-4fa1-8f27-e117bf69bac31704293554282-image397.jpg;https://assets.myntassets.com/assets/images/2024/1/3/b00ee41a-65ef-4031-855c-21ed554b60ab1704293581147-image998.jpg,,,2024-01-03 14:54:16,ACTIVE
Rajni,5,"The product is very beautiful and size is also perfect the colour is very beautiful. The fabric is also good.Thank you myntra for beautiful product.
",https://assets.myntassets.com/assets/images/2024/3/8/5dcad4d7-4983-488f-bae3-9c81301674801709884002518-image369.jpg,,,2024-03-08 07:51:06,ACTIVE
Rani singh,5,"Awesome this kurta set's I love this style... And fabric was so soft.. Price ke according kurta sets was very good👍👍👍👍
",https://assets.myntassets.com/assets/images/2024/2/12/544b03f3-6cdf-4119-8d57-5166d62677101707728853543-image166.jpg,,,2024-02-12 09:09:35,ACTIVE
Rosalin sahoo,5,It's look beautiful drees awesome ❤️,https://assets.myntassets.com/assets/images/2024/4/30/22be28eb-3681-440a-b2d4-5f0b0f41a0841714483051166-image766.jpg,,,2024-04-30 13:18:14,ACTIVE
Jyoti Mishra,4,Nice Dress According to price materials is soft Nice ,https://assets.myntassets.com/assets/images/2024/4/11/32650f2a-1bda-49b7-a5fb-c408ac00e3cb1712858177241-image701.jpg;https://assets.myntassets.com/assets/images/2024/4/11/c87ad3a4-5099-48d3-8814-9d5b01e9cc621712858177128-image891.jpg,,,2024-04-11 17:57:15,ACTIVE
Sahida Parvin,5,"The material of the kurta is so perfect .The colour is so beautiful, exactly same in the picture. It's so beautiful ❤️. The packaging was nice and delivered on time. Overall the experience was great. Thank you Myntra.",,,,2024-05-31 18:30:48,ACTIVE
Sukannya Reddy,5,Material is soft and dress is same as in pic....just loved it perfect for office wear,https://assets.myntassets.com/assets/images/2024/1/23/bb485983-ba73-43bb-97ad-75f73dee338e1705985842507-image946.jpg;https://assets.myntassets.com/assets/images/2024/1/23/6d0bd14f-e559-442f-b0ab-62054e485c111705985842556-image747.jpg,,,2024-01-23 04:58:44,ACTIVE
Nallamaru sravani,5,"Overall dress is superb but size prblm so I exchangeed dress 
",https://assets.myntassets.com/assets/images/2024/3/9/ff7b43ee-d260-41c5-aef1-c61052ebab121709992721716-image478.jpg;https://assets.myntassets.com/assets/images/2024/3/9/01b23138-68c6-4a7a-b1a9-19286e5cca201709992721689-image764.jpg,,,2024-03-09 13:59:26,ACTIVE
anaya,5,Loved it 😍,https://assets.myntassets.com/assets/images/2024/4/11/3e7d0e53-fdc7-496e-9a3a-34bb2cee28211712812608365-image628.jpg;https://assets.myntassets.com/assets/images/2024/4/11/f6ab3a5a-10eb-4327-9198-30c1ce5cfaef1712812585306-image883.jpg,,,2024-04-11 05:17:19,ACTIVE
nivadita singh,5,"Nice... everything is good fitting colour dupatta design...but
After 1-2 wash it will not look same it will look like cheap kurta( roadside market quality even cheaper than that) fabric is rayon....
It will shrink🥲🥹😨😰😓😞😭😭
But look wise A one hai ..",https://assets.myntassets.com/assets/images/2024/2/23/87f2845f-23fe-4bb8-b07a-cb514c9eb9b41708684423076-IMG_20240218_082817_463.jpg,,,2024-02-12 07:14:21,ACTIVE
Shalet Dsouza,5,I brot few dresses from KALINI and this pink one was one of the best among all. Too good to buy. Good material. Worth the price to buy. Good deal. Must buy. Wont find this design and fabric at such a discount anywhere i feel personally since i am shopaholic. 👏,https://assets.myntassets.com/assets/images/2023/12/25/ad1da275-012d-4283-aafc-9c5651d334571703503383786-image576.jpg;https://assets.myntassets.com/assets/images/2023/12/25/29b3744c-c35d-4f25-989b-ea507039ed4b1703503383818-image298.jpg,,,2023-12-25 11:25:08,ACTIVE
Sandhya Gurung,5,Was big on me had to alter it ..p.s everything looks big on me.. loved the color n quality but specially  the dupatta 💗,https://assets.myntassets.com/assets/images/2024/4/16/7dd718c3-0378-43c1-b77b-0d859b58be221713232938794-image180.jpg;https://assets.myntassets.com/assets/images/2024/4/16/0c863d92-7c12-410c-98fd-6b8f2740c2ab1713232879765-image601.jpg,,,2024-04-16 02:03:10,ACTIVE
Samiksha Zade,5,The material is super soft and the suit is pretty .The colour I like it very much/5 . I returned it because Myntra suggested size M but it's a little fit for me.so i will buy L size,https://assets.myntassets.com/assets/images/2024/5/24/142b5f20-7ff9-4628-be54-46e6424463381716533691543-image201.jpg;https://assets.myntassets.com/assets/images/2024/5/24/ab765a48-6b82-4028-8c6b-844e276be8a71716533691546-image129.jpg;https://assets.myntassets.com/assets/images/2024/5/24/375182ab-88e6-44a5-8e22-259bcb3ffc7b1716533691543-image680.jpg,,,2024-05-24 06:55:33,ACTIVE
Jasmine,5,"I try the dress once I receive it and I'm very happy with it. I'm more impressed with the pants. Usually the pants that come with these kurta sets will be ankle length or short and a bit tight around the thighs. But this one is long enough and perfect so I can move around comfortably. And the real bang is it has a pocket; not a tiny namesake one but an actual pocket like you can keep your mobile phone in.
Loved it
Will update after a few wash.",,,,2024-06-01 11:40:33,ACTIVE
kiran,5,Loved it,https://assets.myntassets.com/assets/images/2024/5/22/72cdaef1-4632-4ba8-b87a-f9a94cfbccff1716387400842-image819.jpg,,,2024-05-22 14:16:51,ACTIVE
Aarti,3,"I'm happy with the product n I bought it after going through the reviews and I must say this is one of the best purchase but I got this cloth with bad folding as you can see there were so much cut threads on the pants and ofcourse Inside the top ..
Please take care a bit whoever do such things ",https://assets.myntassets.com/assets/images/2024/3/15/27995cc0-c3e4-4182-b90b-b1eef249e7cb1710522611173-image892.jpg,,,2024-03-15 17:13:14,ACTIVE
Shivani Soni,5,I absolutely adore the trendy styles this store offers. The clothes fit so well and they look amazing on a curvy figure. I really appreciate this option and the quality of the goods is so great that I will order product in the future. Thank you so much for making me feel beautiful!,,,,2024-06-02 14:50:46,ACTIVE
Avipriya Datta,5,Loved the dress....guys u must buy it....💖😍,https://assets.myntassets.com/assets/images/2024/4/9/1ba593df-d19f-4e45-911f-5fd974c712101712683626557-image573.jpg;https://assets.myntassets.com/assets/images/2024/4/9/70887419-f733-494e-a980-1c361121d52a1712683643258-image521.jpg,,,2024-04-09 17:28:14,ACTIVE
Jasmine,5,"I try the dress once I receive it and I'm very happy with it. I'm more impressed with the pants. Usually the pants that come with these kurta sets will be ankle length or short and a bit tight around the thighs. But this one is long enough and perfect so I can move around comfortably. And the real bang is it has a pocket; not a tiny namesake one but an actual pocket like you can keep your mobile phone in.
Loved it
Will update after a few wash.",,,,2024-06-01 11:40:33,ACTIVE
Priyanka laskar,5,Very nice 👍,https://assets.myntassets.com/assets/images/2024/5/16/2c709f73-a594-4caa-ad0e-e20695f72a541715816114387-image576.jpg,,,2024-05-15 23:35:35,ACTIVE
Neha,4,"Material quality is good 👍 
",https://assets.myntassets.com/assets/images/2024/3/4/d0bc13cc-6a51-48da-ad4b-c87578b1b11e1709527083892-image234.jpg;https://assets.myntassets.com/assets/images/2024/3/4/5334f75c-7fb4-4645-a25f-533cb6da002b1709527083885-image688.jpg;https://assets.myntassets.com/assets/images/2024/3/4/46c10ff6-d5cd-4abb-a53a-6d1f1dbcc08e1709527083904-image309.jpg,,,2024-03-04 04:38:55,ACTIVE
Sumit singh,5,The quality of the suit was awesome and the color was same as expected from the seller it was nice my friend liked it some much that she have invited me to hangout for one night and I clicked many pictures with her and photos are nice. She is looking like awesome in that . I can't share pictures of girl tonexpress my views about the suit but I will suggest you to buy it. It is nice 👍,,,,2024-05-08 03:32:09,ACTIVE
Rupali shripal,5,Colour fabric length of dupatta all are amazing. Loved it worth it ,https://assets.myntassets.com/assets/images/2024/2/8/c015ae39-a384-4dee-a2ce-bc4580e36d161707394430300-image255.jpg,,,2024-02-08 12:14:59,ACTIVE
Sahida Parvin,5,"The material of the kurta is so perfect .The colour is so beautiful, exactly same in the picture. It's so beautiful ❤️. The packaging was nice and delivered on time. Overall the experience was great. Thank you Myntra.",,,,2024-05-31 18:30:48,ACTIVE
Sukannya Reddy,5,Material is soft and dress is same as in pic....just loved it perfect for office wear,https://assets.myntassets.com/assets/images/2024/1/23/bb485983-ba73-43bb-97ad-75f73dee338e1705985842507-image946.jpg;https://assets.myntassets.com/assets/images/2024/1/23/6d0bd14f-e559-442f-b0ab-62054e485c111705985842556-image747.jpg,,,2024-01-23 04:58:44,ACTIVE
Nallamaru sravani,5,"Overall dress is superb but size prblm so I exchangeed dress 
",https://assets.myntassets.com/assets/images/2024/3/9/ff7b43ee-d260-41c5-aef1-c61052ebab121709992721716-image478.jpg;https://assets.myntassets.com/assets/images/2024/3/9/01b23138-68c6-4a7a-b1a9-19286e5cca201709992721689-image764.jpg,,,2024-03-09 13:59:26,ACTIVE
Miss Pushpika,5,Cloth was very nice as shown as the picture ,https://assets.myntassets.com/assets/images/2024/1/3/d8e0dabe-cb90-4fa1-8f27-e117bf69bac31704293554282-image397.jpg;https://assets.myntassets.com/assets/images/2024/1/3/b00ee41a-65ef-4031-855c-21ed554b60ab1704293581147-image998.jpg,,,2024-01-03 14:54:16,ACTIVE
Rajni,5,"The product is very beautiful and size is also perfect the colour is very beautiful. The fabric is also good.Thank you myntra for beautiful product.
",https://assets.myntassets.com/assets/images/2024/3/8/5dcad4d7-4983-488f-bae3-9c81301674801709884002518-image369.jpg,,,2024-03-08 07:51:06,ACTIVE
Rani singh,5,"Awesome this kurta set's I love this style... And fabric was so soft.. Price ke according kurta sets was very good👍👍👍👍
",https://assets.myntassets.com/assets/images/2024/2/12/544b03f3-6cdf-4119-8d57-5166d62677101707728853543-image166.jpg,,,2024-02-12 09:09:35,ACTIVE
Rosalin sahoo,5,It's look beautiful drees awesome ❤️,https://assets.myntassets.com/assets/images/2024/4/30/22be28eb-3681-440a-b2d4-5f0b0f41a0841714483051166-image766.jpg,,,2024-04-30 13:18:14,ACTIVE
Jyoti Mishra,4,Nice Dress According to price materials is soft Nice ,https://assets.myntassets.com/assets/images/2024/4/11/32650f2a-1bda-49b7-a5fb-c408ac00e3cb1712858177241-image701.jpg;https://assets.myntassets.com/assets/images/2024/4/11/c87ad3a4-5099-48d3-8814-9d5b01e9cc621712858177128-image891.jpg,,,2024-04-11 17:57:15,ACTIVE
anaya,5,Loved it 😍,https://assets.myntassets.com/assets/images/2024/4/11/3e7d0e53-fdc7-496e-9a3a-34bb2cee28211712812608365-image628.jpg;https://assets.myntassets.com/assets/images/2024/4/11/f6ab3a5a-10eb-4327-9198-30c1ce5cfaef1712812585306-image883.jpg,,,2024-04-11 05:17:19,ACTIVE
nivadita singh,5,"Nice... everything is good fitting colour dupatta design...but
After 1-2 wash it will not look same it will look like cheap kurta( roadside market quality even cheaper than that) fabric is rayon....
It will shrink🥲🥹😨😰😓😞😭😭
But look wise A one hai ..",https://assets.myntassets.com/assets/images/2024/2/23/87f2845f-23fe-4bb8-b07a-cb514c9eb9b41708684423076-IMG_20240218_082817_463.jpg,,,2024-02-12 07:14:21,ACTIVE
Shalet Dsouza,5,I brot few dresses from KALINI and this pink one was one of the best among all. Too good to buy. Good material. Worth the price to buy. Good deal. Must buy. Wont find this design and fabric at such a discount anywhere i feel personally since i am shopaholic. 👏,https://assets.myntassets.com/assets/images/2023/12/25/ad1da275-012d-4283-aafc-9c5651d334571703503383786-image576.jpg;https://assets.myntassets.com/assets/images/2023/12/25/29b3744c-c35d-4f25-989b-ea507039ed4b1703503383818-image298.jpg,,,2023-12-25 11:25:08,ACTIVE
Sandhya Gurung,5,Was big on me had to alter it ..p.s everything looks big on me.. loved the color n quality but specially  the dupatta 💗,https://assets.myntassets.com/assets/images/2024/4/16/7dd718c3-0378-43c1-b77b-0d859b58be221713232938794-image180.jpg;https://assets.myntassets.com/assets/images/2024/4/16/0c863d92-7c12-410c-98fd-6b8f2740c2ab1713232879765-image601.jpg,,,2024-04-16 02:03:10,ACTIVE
Samiksha Zade,5,The material is super soft and the suit is pretty .The colour I like it very much/5 . I returned it because Myntra suggested size M but it's a little fit for me.so i will buy L size,https://assets.myntassets.com/assets/images/2024/5/24/142b5f20-7ff9-4628-be54-46e6424463381716533691543-image201.jpg;https://assets.myntassets.com/assets/images/2024/5/24/ab765a48-6b82-4028-8c6b-844e276be8a71716533691546-image129.jpg;https://assets.myntassets.com/assets/images/2024/5/24/375182ab-88e6-44a5-8e22-259bcb3ffc7b1716533691543-image680.jpg,,,2024-05-24 06:55:33,ACTIVE
Jasmine,5,"I try the dress once I receive it and I'm very happy with it. I'm more impressed with the pants. Usually the pants that come with these kurta sets will be ankle length or short and a bit tight around the thighs. But this one is long enough and perfect so I can move around comfortably. And the real bang is it has a pocket; not a tiny namesake one but an actual pocket like you can keep your mobile phone in.
Loved it
Will update after a few wash.",,,,2024-06-01 11:40:33,ACTIVE
kiran,5,Loved it,https://assets.myntassets.com/assets/images/2024/5/22/72cdaef1-4632-4ba8-b87a-f9a94cfbccff1716387400842-image819.jpg,,,2024-05-22 14:16:51,ACTIVE
Priyanka laskar,5,Very nice 👍,https://assets.myntassets.com/assets/images/2024/5/16/2c709f73-a594-4caa-ad0e-e20695f72a541715816114387-image576.jpg,,,2024-05-15 23:35:35,ACTIVE
Neha,4,"Material quality is good 👍 
",https://assets.myntassets.com/assets/images/2024/3/4/d0bc13cc-6a51-48da-ad4b-c87578b1b11e1709527083892-image234.jpg;https://assets.myntassets.com/assets/images/2024/3/4/5334f75c-7fb4-4645-a25f-533cb6da002b1709527083885-image688.jpg;https://assets.myntassets.com/assets/images/2024/3/4/46c10ff6-d5cd-4abb-a53a-6d1f1dbcc08e1709527083904-image309.jpg,,,2024-03-04 04:38:55,ACTIVE
Sumit singh,5,The quality of the suit was awesome and the color was same as expected from the seller it was nice my friend liked it some much that she have invited me to hangout for one night and I clicked many pictures with her and photos are nice. She is looking like awesome in that . I can't share pictures of girl tonexpress my views about the suit but I will suggest you to buy it. It is nice 👍,,,,2024-05-08 03:32:09,ACTIVE
Rupali shripal,5,Colour fabric length of dupatta all are amazing. Loved it worth it ,https://assets.myntassets.com/assets/images/2024/2/8/c015ae39-a384-4dee-a2ce-bc4580e36d161707394430300-image255.jpg,,,2024-02-08 12:14:59,ACTIVE
Aarti,3,"I'm happy with the product n I bought it after going through the reviews and I must say this is one of the best purchase but I got this cloth with bad folding as you can see there were so much cut threads on the pants and ofcourse Inside the top ..
Please take care a bit whoever do such things ",https://assets.myntassets.com/assets/images/2024/3/15/27995cc0-c3e4-4182-b90b-b1eef249e7cb1710522611173-image892.jpg,,,2024-03-15 17:13:14,ACTIVE
Shivani Soni,5,I absolutely adore the trendy styles this store offers. The clothes fit so well and they look amazing on a curvy figure. I really appreciate this option and the quality of the goods is so great that I will order product in the future. Thank you so much for making me feel beautiful!,,,,2024-06-02 14:50:46,ACTIVE
Avipriya Datta,5,Loved the dress....guys u must buy it....💖😍,https://assets.myntassets.com/assets/images/2024/4/9/1ba593df-d19f-4e45-911f-5fd974c712101712683626557-image573.jpg;https://assets.myntassets.com/assets/images/2024/4/9/70887419-f733-494e-a980-1c361121d52a1712683643258-image521.jpg,,,2024-04-09 17:28:14,ACTIVE
Jasmine,5,"I try the dress once I receive it and I'm very happy with it. I'm more impressed with the pants. Usually the pants that come with these kurta sets will be ankle length or short and a bit tight around the thighs. But this one is long enough and perfect so I can move around comfortably. And the real bang is it has a pocket; not a tiny namesake one but an actual pocket like you can keep your mobile phone in.
Loved it
Will update after a few wash.",,,,2024-06-01 11:40:33,ACTIVE
Rosalin sahoo,5,It's look beautiful drees awesome ❤️,https://assets.myntassets.com/assets/images/2024/4/30/22be28eb-3681-440a-b2d4-5f0b0f41a0841714483051166-image766.jpg,,,2024-04-30 13:18:14,ACTIVE
Jyoti Mishra,4,Nice Dress According to price materials is soft Nice ,https://assets.myntassets.com/assets/images/2024/4/11/32650f2a-1bda-49b7-a5fb-c408ac00e3cb1712858177241-image701.jpg;https://assets.myntassets.com/assets/images/2024/4/11/c87ad3a4-5099-48d3-8814-9d5b01e9cc621712858177128-image891.jpg,,,2024-04-11 17:57:15,ACTIVE
Sahida Parvin,5,"The material of the kurta is so perfect .The colour is so beautiful, exactly same in the picture. It's so beautiful ❤️. The packaging was nice and delivered on time. Overall the experience was great. Thank you Myntra.",,,,2024-05-31 18:30:48,ACTIVE
Sukannya Reddy,5,Material is soft and dress is same as in pic....just loved it perfect for office wear,https://assets.myntassets.com/assets/images/2024/1/23/bb485983-ba73-43bb-97ad-75f73dee338e1705985842507-image946.jpg;https://assets.myntassets.com/assets/images/2024/1/23/6d0bd14f-e559-442f-b0ab-62054e485c111705985842556-image747.jpg,,,2024-01-23 04:58:44,ACTIVE
Nallamaru sravani,5,"Overall dress is superb but size prblm so I exchangeed dress 
",https://assets.myntassets.com/assets/images/2024/3/9/ff7b43ee-d260-41c5-aef1-c61052ebab121709992721716-image478.jpg;https://assets.myntassets.com/assets/images/2024/3/9/01b23138-68c6-4a7a-b1a9-19286e5cca201709992721689-image764.jpg,,,2024-03-09 13:59:26,ACTIVE
Miss Pushpika,5,Cloth was very nice as shown as the picture ,https://assets.myntassets.com/assets/images/2024/1/3/d8e0dabe-cb90-4fa1-8f27-e117bf69bac31704293554282-image397.jpg;https://assets.myntassets.com/assets/images/2024/1/3/b00ee41a-65ef-4031-855c-21ed554b60ab1704293581147-image998.jpg,,,2024-01-03 14:54:16,ACTIVE
Rajni,5,"The product is very beautiful and size is also perfect the colour is very beautiful. The fabric is also good.Thank you myntra for beautiful product.
",https://assets.myntassets.com/assets/images/2024/3/8/5dcad4d7-4983-488f-bae3-9c81301674801709884002518-image369.jpg,,,2024-03-08 07:51:06,ACTIVE
Rani singh,5,"Awesome this kurta set's I love this style... And fabric was so soft.. Price ke according kurta sets was very good👍👍👍👍
",https://assets.myntassets.com/assets/images/2024/2/12/544b03f3-6cdf-4119-8d57-5166d62677101707728853543-image166.jpg,,,2024-02-12 09:09:35,ACTIVE
Aamani Anusuri,5,Undoubtedly we can purchase the kurtha set....This was the best Kurtha set that I bought till now....Pink set is amazing 😍😍,https://assets.myntassets.com/assets/images/2024/2/15/9b457db0-53f8-4d18-ba28-f6ce63dc53d91707989784088-image327.jpg,,,2024-02-15 09:36:26,ACTIVE
Neha Sharma,5,"Awesome in everything 
Like it very much ",https://assets.myntassets.com/assets/images/2024/6/4/1e65c9d7-d16f-480f-9e1f-9c48569dbb9e1717506597080-image789.jpg;https://assets.myntassets.com/assets/images/2024/6/4/b39e8533-ee9a-4766-a0ed-4eba7d128d011717506617708-image570.jpg,,,2024-06-04 13:11:21,ACTIVE
Girija,5,I trust myntra I never got products wherever from my city what I lv n what I want  which is got from  myntra I had no words say lot I always recommend myntra is best online shopping app ,,,,2024-04-17 21:28:10,ACTIVE
priya,5, i m totally surprised becausw ye suit mujhe ek dm correct fit hua ....jaise ki maine iski fitting krayi ho...yaa ye suit mere liye hi bna ho...❤❤❤love this suit very much....❤❤,,,,2024-05-31 06:53:02,ACTIVE
Usha A,5,"Size Bought : S
Awesome Kurta Set 
I ordered the KALINI product but received Another
It Was Also Good 😊",https://assets.myntassets.com/assets/images/2024/4/4/26064ed3-42f4-4d5a-b09e-8f2619d798c91712250847139-image41.jpg,,,2024-04-04 17:14:23,ACTIVE
Dha Nisha,5,"Thodi garmi zyada lag sakti hai. The fabric is not cotton.  Since my height is short, the kurti is longer than in the photo. I've got myself an L size . Loved the colour and the look. ",,,,2024-06-05 10:50:13,IMAGE_REJECTED
Shilpa Padaya,3,Even after ordering a bigger size the dress was a bit tight not that comfortable as I usually wear a bigger size in summer. Could not exchange the dress either as it's the last size available. Not a good experience.,,,,2024-04-01 08:24:17,ACTIVE
Archana Sondhiya,4,"Loved the product. Good quality.
",https://assets.myntassets.com/assets/images/2024/2/19/d8e89bb0-e965-4caa-b2b9-ace7ce96b3691708335445302-image96.jpg;https://assets.myntassets.com/assets/images/2024/2/19/6b6987c2-2d97-484c-9a7c-2963978e6fd71708335445251-image125.jpg,,,2024-02-19 09:38:07,ACTIVE
Kumar,5,Very good quality 💯💯,https://assets.myntassets.com/assets/images/2024/2/25/796b24d8-ada3-43e2-baf6-4d75a9e3ae651708869981128-image687.jpg;https://assets.myntassets.com/assets/images/2024/2/25/8cf33701-b867-48d7-8efb-01f95a7f63bf1708869966786-image971.jpg,,,2024-02-25 14:06:36,ACTIVE
Manisha,4,Nice 👍👍👍👍,https://assets.myntassets.com/assets/images/2024/4/9/bd3dfcbe-3a88-4f2c-9cf7-90fc2bf887571712637059029-image958.jpg,,,2024-04-09 04:31:16,ACTIVE
Myntra Customer,5,"Super awesome dress I love this very much at this price 😍
",https://assets.myntassets.com/assets/images/2024/1/22/befd2131-2eb3-49d3-a578-91cda60f847f1705924807554-image913.jpg,,,2024-01-22 12:00:54,ACTIVE
Eram,5,Super cool fabric no fade color end color combination is vry pretty one of my favourite suit someone's looking cheap rate best product must go end buy,,,,2024-04-27 15:04:19,ACTIVE
Myntra Customer,5,"Nice material 
Perfect stitching 
Correct size chart 
Affordable dress with price ",https://assets.myntassets.com/assets/images/2024/5/18/9643218c-d2c2-44b2-bb46-34ae7848ac3d1715998480548-image337.jpg,,,2024-05-18 02:15:33,ACTIVE
Varsha,5,"Bohot hi accha hai....I like it thank you KALINI 
I will purchase one more piece very soon ...",https://assets.myntassets.com/assets/images/2024/1/23/aa08691c-3aed-4c1e-b883-fcae1f2b9cee1706003195875-image285.jpg,,,2024-01-23 09:48:15,ACTIVE
Sneha chatterjee,5,"I literally like this kurta set so so so much.
It's very fittings to my body and the colour, the fabric quality is amazing.
At this price range, it's a fantastic deal.",,,,2024-05-29 16:42:48,ACTIVE
mangala nagaraj,5,"Wonderful product . Kurthi quality is super . As shown in pic. Thanks to mynthra

But delivery is not good .... It's taking too longer once it's shows out of delivery.",,,,2024-04-07 15:37:47,ACTIVE
Pavitra,4,The product was good as shown in the picture.the quality of the product is also good.fitting wise go for one size up.,,,,2024-05-15 06:49:36,ACTIVE
Juli,5,Thanx very beautiful dress🥰🥰,https://assets.myntassets.com/assets/images/2024/2/12/391a99fd-2f65-4801-8766-530e2a2ce7001707727122005-image697.jpg;https://assets.myntassets.com/assets/images/2024/2/12/504ef047-8ea8-4b0d-bc46-45e9fad1e43e1707727121999-image989.jpg,,,2024-02-12 08:39:11,ACTIVE
Myntra Customer,4,"A very lovely suit, fabric soft and falls well, fit is perfect. Color remains after wash. Overall it’s worth the money. I loved it . 
",,,,2024-03-05 05:26:13,ACTIVE
mamta,5,"Its lovely kurta set, perfect fit. Exactly as shown in image. Same colour. 
It gives a stylish look and odhani you can flaunt...its so beautiful...just looking like a wow!",,,,2024-03-13 12:21:49,ACTIVE
Myntra Customer,4,Beautiful colour and fits perfectly. I had bought size M as my chest size is 36. Good for office wear.,,,,2024-06-05 05:44:20,ACTIVE
Chaitali,5,Beautiful and gorgeous dress . quality is good 💯😊,https://assets.myntassets.com/assets/images/2024/5/5/a2391beb-5d87-44f3-a7ed-24beacae10a51714932937202-image584.jpg,,,2024-05-05 18:16:23,ACTIVE
Shaik Noorjaha,4,Print and the dress fabric was too good and smooth. How it showed in the picture reflects the same,,,,2024-05-05 07:33:55,ACTIVE
Devadiga,4,Good fabric &same as shown in the pic😍  little bit loose &long bt  it's ok I will correct it ,,,,2024-03-15 09:54:05,ACTIVE
Sachin Garel,5,"Quality is good, as expected. This is my fifth product from Kalini and it's amazing as usual. Nice color, design, duppata has appropriate length. ",,,,2024-03-23 05:27:05,ACTIVE
vaishnavi uppar,4,"It's awesome!!!.. I really like too much😍😍
And this dress is too comfortable 
Thank you Myntra✨",,,,2024-06-06 11:21:29,ACTIVE
Apeksha Kale,5,"Absolutely love the Kurti-Pajama suit! The fabric is so soft,  Plus, it's super comfortable to wear all day. We can on any occasion!""
",,,,2024-03-31 11:33:57,ACTIVE
pallabi mohanty,3,Value of money it is ok ok product ,https://assets.myntassets.com/assets/images/2024/4/22/df0ed6f8-dbbc-4b9a-8cb2-fb401dc413cb1713810457405-image91.jpg,,,2024-04-22 18:28:34,ACTIVE
Myntra Customer,5,Amezing product.thank u Myntra.,https://assets.myntassets.com/assets/images/2024/2/9/6ec43af5-332e-4b09-ac64-11d61d2f37491707465531936-image86.jpg;https://assets.myntassets.com/assets/images/2024/2/9/80f57c62-0db1-4f07-bb92-b2df4d7deeec1707465532900-image879.jpg,,,2024-02-09 07:56:37,ACTIVE
Mamatha,5,Material quality and design printing is too good I liked it 😊,https://assets.myntassets.com/assets/images/2024/2/17/35a65fc0-359d-479e-be7f-8416929a84ab1708155632029-image664.jpg,,,2024-02-17 07:41:22,ACTIVE
Bharti,5,My first order super beautiful thank you so much Mitra,https://assets.myntassets.com/assets/images/2024/3/17/e06b5515-7058-4e03-81a7-f0aaaa1cded01710687075371-image227.jpg,,,2024-03-17 14:52:05,ACTIVE
Lalita,5,"This product is delivered very responsibly and it was looking too good. Colour is also as expected as shown. Liked a lot.
",,,,2024-05-28 13:28:45,ACTIVE
Shwethakumar,4,The fabric of the dress is normal as cute and the cost of the dress is also relevant,,,,2024-04-04 06:31:46,ACTIVE
